text,food_name,opinion,,,Source,Link
ข้าวผัดปูที่เล็ก (75.-) จานนี้คือพระเอกของมื้อนี้เลย ผมอ่านจากรีวิวก่อนหน้านี้ เห็นแนะนำข้าวผัดปูกันเยอะ ซึ่งก็ไม่ผิดหวังจริงๆ ครับ เค้าใส่ปูมาเป็นชิ้นใหญ่ๆ แบบไม่งกเลย ไม่มีการใช้วิญญาณปูอย่างร้านอื่น ผัดมาอย่างอร่อยแบบไม่ต้องปรุงเพิ่มก็อร่อยแล้ว ถ้าใส่พริกไทยเข้าไปอีกคงเจ๋งขึ้นอีก ... ​อร่อยไม่อร่อย ผมกินอาหารครบทุกจานแล้ว ยังสั่งข้าวผัดปูมาเพิ่มอีกจานแล้วกัน ฮ่าๆ แนะนำมากครับ!,ข้าวผัดปู,pos,,,,
ข้าวผัดปู เล็ก (80฿) ทานคนเดียวก็อิ่ม แต่ทาน2คนกำลังดี เพราะต้องสั่งหลายอย่าง ข้าวผัดที่นี่อร่อย เนื้อปูจับต้องได้ ไม่ล่องหน,ข้าวผัดปู,pos,,,,
หอยเชลล์เผาอบเนย (140฿) เป็นอีกเมนูโปรด มาละต้องสั่ง หอมเนยอ่อนๆ ทานคู่กับน้ำจิ้มซีฟู้ดของทางร้าน อร่อยแซ่บ,หอยเชลล์เผาอบเนย,pos,,,,
ผัดผักกระเฉด (89฿) เป็นร้านเดียวที่ทานละต้องสั่งทุกครั้วที่มาผักที่นี่อ่อนกรอบสดอร่อยถูกใจ แถมผัดออกมาได้รสชาติดี เผ็ดหน่อยๆ ทานเปล่าๆก็ไม่เลี่ยน ทานกับข้าวก็โอเค,ผัดผักกระเฉด,pos,,,,
กุ้งอบวุ่นเส้น (280฿) เพิ่มวุ้นเส้น (20฿) วุ้นเส้นที่นี่เหนียวนุ่มอร่อย มากี่ทีก็ไม่เคยพอต้องเพิ่มวุ้นทุกรอบ จานนี้อร่อยตรงวุ้นเส้นเนี่ยแหละ มะค่อยสนกุ้งเท่าไหร่ 😂 กุ้งจะมีมา 3 ตัว ใหญ่บ้างเล็กบ้าง ผสมกันไป กุ้งสดใช้ได้ ทานวุ้นเส้นกับน้ำติ้มซีฟู้ด ก็ฟินแล้น,กุ้งอบวุ่นเส้น,pos,,,,
ข้าวผัดปู ปูเยอะ ดีวันนี้ จืดไปหน่อย กุ้งเผา1/2โล เผาสุกกำลังดี,"ข้าวผัดปู, กุ้งเผา",pos,,,,
หอยเชลล์ผัดเนย รสชาติกลมกล่อม แต่บางชิ้นเหนียว อย่าวางไวันาน ไม่งั้นจะแข็ง,หอยเชลล์ผัดเนย,pos,,,,
ไข่เจียวกุ้ง ไม่ค่อยอมน้ำมัน หากุ้งไม่ค่อยเจอ แนะนำว่ารีบทานให้หมดก่อนที่จะเย็น,ไข่เจียวกุ้ง,neg,,,,
ปลากระพงทอดน้ำปลา เนื้อปลาแน่นดี มาร้อนๆ อร่อยมากๆ ราคาไม่แรงด้วย,ปลากระพงทอดน้ำปลา,pos,,,,
ข้าวเหนียวมะม่วง ข้าวเหนียวอร่อยมาก แป๊ปเดียวหมด แต่ตัวมะม่วงไม่ค่อยอร่อย ไม่หวานไม่ฉ่ำ เหมือนจะบ่มมา,ข้าวเหนียวมะม่วง,neg,,,,
กุ้งเผาราคาจะอยู่ประมาณ800฿ ความสดเนื้อแน่น น้ำจิ่มรสชาติดี มากี่ครั้งก็มาฐานเหมือนเดิม อร่อยใช้ได้เลย,กุ้งเผา,pos,,,,
ปูทะเลนึ่ง เผามีหลายราคาให้เลือกตั้งแต่350 380 400 450 500 550เป็นต้น ผมเลือกแบบกิโลละ450ตัวกลางๆ เนื้อแน่นสดหวานดี เท่าที่สุ่มสั่งดูส่วนมาจะดีสดใหม่,ปูทะเลนึ่ง,pos,,,,
ปลาหมึกทอดกระเทียม160 รสชาติใช้ได้,ปลาหมึกทอดกระเทียม,pos,,,,
กุ้งอบวุ้นเส้น520ที่คนชอบกันผมเฉยๆ วุ้นเส้นที่นี่จะออกขาวๆ เคยทานที่อื่นเส้นจะออกสีน้ำตาลๆมีรสชาติที่ตัววุ้นเส้นมากกว่าของที่นี่,กุ้งอบวุ้นเส้น,neg,,,,
ต้มยำปลาเก๋าน้ำใส260 รสจัดถ้าคนชอบรสจัดก็บอกอร่อย ถ้าคนไม่ชอบเผ็ดอาจทานไม่ได้,ต้มยำปลาเก๋าน้ำใส,pos,,,,
ปลากะพงทอดน้ำปลา290ก็กลางๆ บางครั้งทอดอมน้ำมันไปหน่อย,ปลากะพงทอดน้ำปลา,neg,,,,
ข้าวผัดปูจานเล็ก80฿ผัดมาได้ดีมากไม่แฉะ มีเนื้อปูให้มาเยอะเป็นชิ้นใหญ่ๆ ผัดมากับไข่ ข้าวผัดปูที่อร่อยแนะนำให้ลองเลยครับ,ข้าวผัดปู,pos,,,,
ของหวานข้าวเหนียวมะม่วงอร่อยถูกใจมะม่วงหวาน เหมือนทางร้านคัดมาอย่างดี มาลองหลายครั้งก็หวาน ข้าวเหนียวจะเป็นสีเขียว กับขาวนิ่มหอมน้ำกะทิกับถั่วทอง,ข้าวเหนียวมะม่วง,pos,,,,
กุ้งอบวุ้นเส้น ราคา 220 บาท : เสริฟมาเป็นหม้ออบทะเล มีกุ้ง3ตัว (ใหญ่มาก) วุ้นเส้นผัดมากับเครื่องเทศหอมอร่อยมากค่ะ,กุ้งอบวุ้นเส้น,pos,,,,
ปลาหมึกนึ่งมะนาว ราคา 160 บาท : มาเป็นตัวเลยใหญ่ซะใจดี ราดด้วยน้ำจิ้มซีฟู้ด เปรี้ยวเผ็ดครบรส กินละจี๊ดมาก,ปลาหมึกนึ่งมะนาว,pos,,,,
ปลากะพงทอดน้ำปลา ราคา 290 บาท : ปลาเสริฟมาตัวใหญ่ทอดกรอบสามารถกินได้ทั้งก้างเลยราดน้ำจิ้มอร่อยมาก,ปลากะพงทอดน้ำปลา,pos,,,,
ต้มยำรวมมิตร ราคา 280 บาท : หนึ่งหม้อประกอบด้วยปลา กุ้ง ปลาหมึก เห็ด รสชาติเข้มข้นเผ็ดเปรี้ยวกลมกล่อม ซดน้ำร้อนๆโล่งคอมาก,ต้มยำรวมมิตร,pos,,,,
ข้าวผัดปู(ใหญ่) ราคา 160 บาท : ทานได้ประมาณ2-3คนค่ะ ข้าวผัดแห้งดีใส่เนื้อปูก่เยอะพอสมควร,ข้าวผัดปู,pos,,,,
ยอดมะระผัดน้ำมันหอย ราคา 65 บาท : ผักสดกรอบน้ำมัยหอยเค็มหวานกำลังดีกินกับข้าวสวยอร่อยจริงๆ,ยอดมะระผัดน้ำมันหอย,pos,,,,
ต้มยำปลาเก๋า: เนื้อปลาเก๋าชิ้นโตปรุงมาในต้มยำรสแซ่บกำลังดี,ต้มยำปลาเก๋า:,pos,,,,
ข้าวเหนียวมะม่วง: ข้าวเหนียวนึ่งได้สุกกำลังดี ไม่แข็งหรือเละจนเกินไป เป็นของหวานปิดท้ายได้อย่างดี,ข้าวเหนียวมะม่วง,pos,,,,
กุ้งเผาสั่งมาครึ่งโล สี่ร้อยจ้า ก็ตัวใหญ่ใช้ได้ มันกุ้งเยิ้มๆ เนื้อสดเด้งดี,กุ้งเผา,pos,,,,
หมึกทอดกระเทียม จานนี้ไม่ปลื้มเลย เหนียว ขม ไม่อร่อยเลยอ่าา,หมึกทอดกระเทียม,neg,,,,
ข้าวผัดปูผัดมารสชาติโอเค แต่ใส่เนื้อปูน้อย หาแทบไม่เจอเลย,ข้าวผัดปู,pos,,,,
หอยแครงเผา สด อร่อย น่ำจิ้มแซ่บบบ หอยเชลล์อบเนย สั่งกันแทบทุกโต๊ะ ก็พอโค,"หอยแครงเผา, หอยเชลล์อบเนย",pos,,,,
ปลาสำลีเผา หมักเครื่องเทศมาด้วย มีกลิ่นหอมอ่อนๆจากใบเตย ตัวไม่ใหญ่มาก แต่สดค่ะ น้ำจิ้มที่นี่ก็อร่อย ไม่เผ็ดมาก,ปลาสำลีเผา,pos,,,,
กุ้งเผาครึ่งโล 2 ตัว (400 บาท) กุ้งที่นี่ไม่ได้ผ่าครึ่งมาให้นะคะ ต้องแกะเอง มันกุ้งไม่เยิ้มมาก แต่เนื้อกุ้งหวานและสด,กุ้งเผา,pos,,,,
ข้าวผัดปู (80 บาท) ชอบข้าวผัดรสชาติแบบนี้มาก ผัดมาหอมๆ น้ำมันไม่เยิ้ม ให้เนื้อปูเยอะด้วย,ข้าวผัดปู,pos,,,,
ปลากระพงนึ่งมะนาว อร่อยมาก เนื้อปลานุ่ม น้ำซุปกลมกล่อม,ปลากระพงนึ่งมะนาว,pos,,,,
ปูอบวุ้นเส้น ปูตัวใหญ่ เนื้อเยอะ,ปูอบวุ้นเส้น,pos,,,,
ผัดยอดมะระหวาน อร่อยค่ะ ผัดมากำลังดีเลย ข้าวผัดปู อร่อยค่ะ ผัดแห้งดี,"ผัดยอดมะระหวาน, ข้าวผัดปู",pos,,,,
สั่งอาหารแล้วรอไม่นานก็ยกมาเสริฟ ส่วนมากสั่งกุ้งอบวุ้นเส้นกัน อร่อยดีค่ะ กุ้งตัวใหญ่ 3 ตัวทีเดียว กุ้งสด อร่อย จิ้มน้ำจิ้มซีฟู้ด อร่อยมาก,กุ้งอบวุ้นเส้น,pos,,,,
ข้าวผัดปู ได้เนื้อปูเป็นก้อนเลย รสชาติก็อร่อยดี,ข้าวผัดปู,pos,,,,
ปลากระพงทอดน้ำปลา จานนี้ก็สั่งกันเยอะ หลายโต๊ะ ตัวใหญ่เนื้อเยอะ เสริฟมาอลังการมาก สด อร่อย สุดยอด,ปลากระพงทอดน้ำปลา,pos,,,,
ส้มตำไทยไข่เค็ม จานนี้รสไม่จัด แต่ก็อร่อยพอใช้ได้,ส้มตำไทยไข่เค็ม,pos,,,,
"""กุ้งอบวุ้นเส้น"" ตักทานคำแรก ใช้คำว่า ""ตกใจ"" บ๊ะ สมศักดิ์ปูอบมีสะเทือน (ขอกล่าวอ้างอิงชื่อร้านหน่อยนะคะ แหะๆ) รสใก้ลเคียงมาก แต่ก็ไม่แจ่มเท่า แต่กล้าบอกเลยว่ารสคล้ายเลยหละคะ .ถ้าเทียบด้วยราคาตัวเองก็ขอไปทานสมศักดิ์อยู่เหมือนเดิม แต่อย่างน้อยก็ได้ทราบหละคะ ว่ามีร้านที่ทำรสชาติคล้ายๆกันที่นี้ อีกทีนึง รสชาติกุ้งอบวุ้นเส้น หอมเครื่องเทศมากคะ ไม่เป็นเส้นสีดำ ๆ จากซีอิ๋วดำ และน้ำมันหอยเยอะ ๆ ซอสปรุงรสโด่ ๆ เหมือนร้านทั่วๆไป ร้านนี้รสชาติเฉียดสมศักดิ์มาก แต่สมศักดิ์แจ่มกว่า 68.475%",กุ้งอบวุ้นเส้น,neg,,,,
ไม่แน่ใจว่าเป็นเพราะคนเยอะรึเปล่า รสชาดอาหารเปลี่ยนไปพอสมควร ปูอบซ็อส ปูสดดีแต่รสชาดซ็อสไม่กลมกล่อมเหมือนเดิม กุ้งอบวุ้นเส้น กุ้งยังคงความสดดี แต่วุ้นเส้นอบมาแฉะไป ทิ้งไว้สักพักเส้นจะอืดเลย,"ปูอบซ็อส, กุ้งอบวุ้นเส้น",neg,,,,
'ข้าวผัดปูจานเล็ก'' 80 บาท เมนูขายดีประจำร้านที่ใครๆก็ต้องสั่ง ข้าวผัดปูที่ร้านมี 2 ขนาด จานเล็กราคา 80 บาท จานใหญ่ราคา 160 บาท ข้าวผัดมาแห้งดี ไม่แฉะ ปรุงรสชาติดีมาก ที่สำคัญมีเนื้อปูที่มองเห็นเป็นชิ้นๆไม่เหมือนบางร้านที่มีแต่วิญญาณปู,ข้าวผัดปูจานเล็ก,pos,,,,
'กุ้งอบวุ้นเส้น'' 220 บาท วุ้นเส้นเหนียวนุ่มดีมาก หอมกลิ่นกระเทียมพริกไทย มีกุ้ง 3 ตัวขนาดใหญ่ใช้ได้เลย เนื้อกุ้งสดและหวาน จิ้มกับน้ำจิ้มซีฟู้ดอร่อยเข้ากันดีมากค่ะ,กุ้งอบวุ้นเส้น,pos,,,,
'ปลาหมึกย่าง'' 160 บาท เป็นอีก 1 เมนูที่อยากนำเสนอ ปลาหมึกตัวโตๆย่างสุก เนื้อสดหวานกรอบอร่อย จะทานเปล่าๆหรือจิ้มกับน้ำจิ้มซีฟู้ดก็อร่อยไม่แพ้กันค่ะ,ปลาหมึกย่าง,pos,,,,
'ผักกระเฉดไฟแดง'' 60 บาท ถูกใจกับเมนูนี้ ผักกระเฉดส่วนของก้านเน้นๆ ผัดมาได้พอดี กรอบอร่อย ทานกับข้าวสวยร้อนๆ อร่อยสุดๆ,ผักกระเฉดไฟแดง,pos,,,,
'ข้าวเหนียวมะม่วง'' 70 บาท ปิดท้ายด้วยเมนูของหวานอันเลื่องชื่อของร้านค่ะ ถ้าใครมาทานอบอร่อยแล้วไม่สั่งถือว่ามาไม่ถึงนะคะ อย่างที่บอกว่านอกจากของคาวที่อร่อยแทบจะทุกเมนูแล้ว ของหวานของที่นี่ซึ่ก็คือข้าวเหนียวมะม่วงก็ไม่น้อยหน้า เพราะก่อนที่จะเสิร์ฟมาให้ลูกค้าทาน คุณป้าที่อยู่ประจำเคาเตอร์ข้าวเหนียวมะม่วง ตอนปอกเปลือกมะม่วง คุณป้าจะใช้มีดหั่นส่วนปลายของเนื้อมะม่วงเพื่อชิมรสชาติของมะม่วงว่าอร่อยหวานใช้ได้มั้ย ถ้ามะม่วงลูกนั้นเปรี้ยว รสชาติไม่โอเค คุณป้าจะโยนลงตะกร้าทันทีแล้วเลือกลูกใหม่ ปอกใหม่ ชิมใหม่จนกว่าจะได้ลูกที่รสชาติดีแล้วถึงปอกใส่จานค่ะ เป็นไงล่ะค่ะ เจ๋งสุดๆไปเลย เพราะแบบนี้นี่เองราคาถึงค่อนข้างแพงไปนิด ข้าวเหนียวมะม่วงมี 2 ราคา จานเล็ก 70 จานใหญ่ 120 (ไม่แน่ใจ) แต่รับรองถึงราคาจะแพงไปสักหน่อยแต่ได้ทานอร่อยๆไม่ผิดหวังแน่นอนค่ะ ข้าวเหนียวจะมี 2 สี สีขาวกับสีเขียว ส่วนตัวชอบสีเขียว มันได้กลิ่นหอมใบเตย อร่อยเข้ากันมากกับน้ำกะทิและมะม่วงสุก,ข้าวเหนียวมะม่วง,pos,,,,
กุ้งอบวุ้นเส้นนี่ของโปรดเลย หอมพริกไทยดำเข้าเส้นกลมกลืนกับเนื้อกุ้งหนานุ่ม ปลากะพงทอดราดน้ำปลาก้อกรอบนอกนุ่มในกะลังดี น้ำจิ้มอร่อย ข้าวเหนียวมะม่วงก้อหอมหวานดี แต่แพงไปหน่อย ผัดฟักแม้วก้อใช้ได้ครับ,"กุ้งอบวุ้นเส้น, ปลากะพงทอดราดน้ำปลา, ข้าวเหนียวมะม่วง, ผัดฟักแม้ว",pos,,,,
วันนี้สั่ง ปลากะพงทอดน้ำปลา (290 บาท) - ตัวใหญ่เนื้อเยอะแบบนี้ทานที่อื่นคง 400 ทอดมาได้อร่อย รสชาติเข้าเนื้อ ยำมะม่วงที่มาด้วยกันก็อร่อยค่ะ,ปลากะพงทอดน้ำปลา,pos,,,,
ต้มยำปลาเก๋า - ปลาเก๋าเนื้อเยอะมาก ต้มยำแซ่บจริงๆ ใส่พริกเยอะสุดๆ กินแล้วน้ำหูน้ำตาไหล แต่รสชาติดีมากค่ะ,ต้มยำปลาเก๋า,pos,,,,
ข้าวผัดปู - ถึงจะจานใหญ่แต่ก็ข้าวไม่เยอะเท่าไหร่ รสชาติโอเค ใส่เนื้อปูเยอะ,ข้าวผัดปู,pos,,,,
ผัดผักกระเฉด - พริกเยอะอีกแล้ว แซ่บมากเว่อ อร่อยค่ะ มาทั้งโคนมาทั้งยอด,ผัดผักกระเฉด,pos,,,,
กุ้งอบวุ้นเส้น - ของที่นี่ไม่ค่อยใส่ขิงเลยไม่หอม วุ้นเส้นเฉยๆ กุ้งตัวใหญ่สดดี,กุ้งอบวุ้นเส้น,pos,,,,
อบกุ้ง : ขนาดกุ้งที่ได้มา ใหญ่เลยนะครับ อบมาพร้อมวุ้นเส้น ละผัก แต่ผมไม่ค่อยชอบพวกอบอยู่แล้ว เลยกินแค่ไปแค่กุ้ง 555 กุ้งสดดีนะครับ ใช่ได้ๆ,อบกุ้ง,pos,,,,
ยำหอยแครง : เป็นหอยแครงสดๆ มายำครับ รสชาติโอเคเลย นำ้ยำจัดใช่ได้ๆ,ยำหอยแครง,pos,,,,
ผัดผัก : ผมสั่งมา 2 จานครับ ทางร้านผัดได้อร่อยดีครับ ชอบๆๆ,ผัดผัก,pos,,,,
หมึกผัดพริกแกง : อารมณ์แบบหมึกผัดกระเพรา แต่นำ้เยอะๆครับ ผมชอบมากครับ นำ้พริกที่ผัดมา เอาไปคลุกข้าวอร่อยครับ อย่าลืมลองๆ แต่เสียดาย ได้ปลาหมึกมาไม่ค่อยเยอะเท่าไรครับ แนะนำว่าสั่งหมึกย่างมาอีกตัวละเอาไปคลุกครับ,หมึกผัดพริกแกง,pos,,,,
หอยเชลล์อบเนย : จานนี้ผม ชอบมาแต่กินครั้งแรกแล้วครับ เป็นหอยเชลล์บนฝา นำไปอบ เนย พร้อมผักซอย รสชาตินี้หอนเนยเลย เอามาคลุกข้าวอร่อยๆๆ,หอยเชลล์อบเนย,pos,,,,
หมึกย่าง : มีทั่งแบบไข่และไม่ไข่ ผมสั่งแบบธรรมดามาครับ หมึกทั่วไป ไม่เหนียวมาก,หมึกย่าง,pos,,,,
ปลากระพงราดนำ้ปลา : อันนี้สั่งมาสองตัวเลย ขนาดไม่ใหญ่มาก ทอดมากกรอบๆ เลยครับ ใช่ได้ๆ,ปลากระพงราดนำ้ปลา,pos,,,,
หอยแครงเผา : อารมณ์แบบหอยแครงเอาไป ลวกละเอาไปเผา บางตัวยังแบบมีเลือดอยู่เลยครับ บางตัวก็แห้งไปหน่อย,หอยแครงเผา,neg,,,,
ข้าวผัดปู : ร้านทำข้าวผัดได้อร่อยดีครับ ชอบๆ แบบโรงแรมเลย ครับ,ข้าวผัดปู,pos,,,,
ร้านนี้คนเยอะมากๆ. สิ่งที่ไม่ควรพลาดคือ ข้าวเหนียวมะม่วง นะค่ะ ห้ามพลาดเด็ดขาดค่ะ ต่อให้คนเยอะ แต่ พนักงานก็บริการเร็วนะค่ะ,ข้าวเหนียวมะม่วง,pos,,,,
ปลากระพงทอดน้ำปลา ปลาตัวโตทอดกรอบนอกนุ่มในรสชาติเค็มหวานกำลังดีอร่อยมากๆ ทานกับยำมะม่วง ลองแวะไปทานกันดู,ปลากระพงทอดน้ำปลา,pos,,,,
"เราว่าอาหารต่างๆ ก็รสชาติใช้ได้ แต่ไม่ได้โดดเด่นแตกต่างจากร้านอาหารทะเลร้านอื่นเท่าไหร่ ทีเด็ดของร้านอยู่ที่ ""กุ้งอบวุ้นเส้น"" เค้าปรุงรสได้ถึงเครื่องดี วุ้นเส้นก็เหนียวนุ่ม จริงๆ เราชอบกินวุ้นเส้นมากกว่ากุ้งซะอีก",กุ้งอบวุ้นเส้น,pos,,,,
ผัดผัก น้ำซอสอร่อย รสกลางๆ แต่ดูก็รู้แล้วว่าทำน้ำซอสสำเร็จเอาไว้แล้ว ผักเรียงมาสวย ไม่รู้เหมอืนกันว่าทำยังไง แต่โดยรวมแล้วโอเคดี,ผัดผัก,pos,,,,
ยำหอยแครง ลวกหอยมากำลังดี เลือดหอยสุก แต่หอยยังไม่สุกเกินไป ฉ่ำๆเด้ง รสชาติใช้ได้เลย แต่เผ็ดมาก ทานไปซัก 3 4 คำ เผ็ดจนไม่รู้รสไม่รู้กลิ่นอะไรแล้ว หน้าตาอาหารไม่ค่อยน่าทานเท่าไหร่,ยำหอยแครง,neg,,,,
กุ้งอบวุ้นเส้นนี่ดีงามมาก วุ้นเส้นเหนียวนุ่มรสชาดดี กุ้งตัวโตๆสามตัวเบียดเรียงตัวกันมา,กุ้งอบวุ้นเส้น,pos,,,,
ต้มยำปลาเก๋าน้ำใส แซ่บมาก ปลาสดมาก กุ้งสะดุ้ง มช้กุ้งตัวใหญ่ๆ2ตัวย่างมากำลังดีราดน้ำจิ้มซีฟู้ดซี้ดมากกก สั่งเมนูไหนก้ออร่อยทุกเมนู มากี่ครั้งไม่เคยผิดหวังค่ะ,ต้มยำปลาเก๋าน้ำใส,pos,,,,
ผัดยอดมะระไฟแดง จัดเรียงผักสวยงาม น้ำมันหอยรสชาติเข้มข้น ผักกรอบๆ นุ่มๆ รสชาติดี,ผัดยอดมะระไฟแดง,pos,,,,
กุ้งเผา จานเด็ดของที่นี่ ย่างหอม สด สะอาด ตัวโต น้ำจิ้มรสเด็ด,กุ้งเผา,pos,,,,
ต้มยำกุ้ง รสชาติเผ็ดหวานมัน กุ้งตัวไซด์กำลังดี ทานกัยข้าวสวยร้อนๆอร่อยครับ,ต้มยำกุ้ง,pos,,,,
หอยเชลล์อบเนย หอมมันเนยเข้าไปถุงตัวหอยเลยครับตัวไม่หดด้วย อร่อยดี,หอยเชลล์อบเนย,pos,,,,
ปลาหมึกย่าง ปลาหมึกไม่เหนียวรสชาติหวานหอม หนึบๆดีไม่ต้องจิ้มน้ำจิ้มใดๆ,ปลาหมึกย่าง,pos,,,,
ปลากะพงทอดน้ำปลา ปลาทอดกรอบหอม น้ำปลาที่ราดมาซึมเข้าตัวปลา ปลาสดนื้ออน่น เนื้อเยอะ แนะนำครับ,ปลากะพงทอดน้ำปลา,pos,,,,
ข้าวเหนียวมะม่วง เมนฟุของหวานขึ้นชื่อประจำร้าน มะม่วงเสริฟจานไม่ใหญ่มาก มีข้าวเหนียว 2 นีให้เลือก มะม่วงดีหวานหอม ไม่สุกเกินไป,ข้าวเหนียวมะม่วง,pos,,,,
มาทานครั้งแรก เพราะเพื่อนอยากทานข้าวเหนียวมะม่วง สั่งมาให้ลงโต๊ะพร้อมอาหารคาวเลย ข้าวเหนียวรสชาติหอมมันดี มะม่วงน้ำดอกไม้รสชาติอร่อย หวาน เนื้อไม่เละ กำลังเหมาะ ข้าวเหนียว 2 สี อร่อยทั้ง 2 สีคนละแบบ มีถั่วทองโรยมาให้ด้วย สมกับคำร่ำลือในเรื่องข้างเหนียวมะม่วงจริงๆ,ข้าวเหนียวมะม่วง,pos,,,,
-ยอดมะระผัดน้ำมันหอย ⭐️⭐️⭐️ น้ำมันเยิ้มไปนิดนึง,ยอดมะระผัดน้ำมันหอย,pos,,,,
กระพงทอดน้ำปลา ⭐️⭐️⭐️⭐️ อร่อยมาก กรอบกรึ๊ก สั่งแทบทุกโต๊ะ,กระพงทอดน้ำปลา,pos,,,,
กุ้งอบวุ้นเส้น ⭐️⭐️ เคยทานแบบอบนมอร่อยกว่า แต่กุ้งใหญ่มาก,กุ้งอบวุ้นเส้น,pos,,,,
หอยแมลงภู่อบ ⭐️⭐️ ไม่ค่อยถูกปากเท่าไหร่ แต่อบดีมาก หลุดมาทั้งเกสรเลย,หอยแมลงภู่อบ,neg,,,,
ข้าวเหนียวมะม่วง ⭐️⭐️⭐️ ใครชอบข้าวเหนียวแฉะน่าจะถูกใจ แต่มะม่วงหวานดี,ข้าวเหนียวมะม่วง,pos,,,,
ปลากระพงทอดน้ำปลา 290฿ คุณค่าที่คุณคู่ควร ชอบจริงๆ เมนูนี้ รสชาติดี อร่อยทั้งตัวปลา และ น้ำปลา อธิบายให้เข้าถึง คือ ปลาสด ตัวใหญ่ ราคาถูก ทอดดี กรอบนอก นุ่มใน ไม่อมน้ำมัน / ส่วนน้ำปลาที่ราดมาก็หวาน เค็ม กลมกล่อม มีความเค็มแบบกำลังดี กินหมดทั้งตัว ก็ไม่แสบคอ ไม่ต้องตะบี้ตะบันกินน้ำตาม...อร่อยมากกกกอ่ะ,ปลากระพงทอดน้ำปลา,pos,,,,
ต้มยำกุ้ง 280฿ กุ้งแม่น้ำ หัวมีมันคร้าาาา สด เด้ง ดึ้งงงง น้ำอร่อย แซ่บ ถ้าจำไม่ผิด น่าจะได้ 5 - 6 ตัวนะ /ถ้ากินเนื้อหมด เก็บน้ำไว้ แล้วซื้อกุ้ง เห็ด มาต้มกินได้อีกมื้ออ่ะ รสชาติไม่เปลี่ยน อร่อยเหมือนเดิม,ต้มยำกุ้ง,pos,,,,
กุ้งอบวุ้นเส้น 260฿ ได้กุ้ง 3 ตัว ร้านนี้ใช้วุ้นเส้นดีนะ กุ้งอบซ้อส 260฿ ได้กุ้ง 4 ตัว ชอบน้ำซ้อสอร่อยดี,"กุ้งอบวุ้นเส้น, กุ้งอบซ้อส",pos,,,,
โป๊ะแตก 260฿ อร่อย แซ่บ น้ำใสซดคล่องคอ,โป๊ะแตก,pos,,,,
ปลาหมึกทอดกระเทียม 160฿ อร่อย ใช้ได้,ปลาหมึกทอดกระเทียม,pos,,,,
น้องๆดูแลดีมาก อาหารอร่อยทุกเมนู โดยเฉพาะกุ้งเผาตัวโตๆ และข้าวเหนียวมะม่วงที่เป็น signature ของร้านเลย,"กุ้งเผา, ข้าวเหนียวมะม่วง",pos,,,,
ร้านนี้คนแน่นทุกครั้งที่เห็น คนเยอะ แต่ร้านใหญ่มาก ข้าวผัดปูนี่ อร่อยมากกก เป็นจานแนะนำเลยคะ ปลาหมึกย่างมะนาวก็ดี,"ข้าวผัดปู, ปลาหมึกย่างมะนาว",pos,,,,
กุ้งเผาก็อร่อย เป็นอาหารทะเลในเมืองที่อร่อยเลยทีเดียวคะ ข้าวเหนียวมะม่วงก็อร่อยนะ ราคาก็ไม่แพงจนกินไป,"กุ้งเผา, ข้าวเหนียวมะม่วง",pos,,,,
ข้าวผัดปูรสชาติดีแต่ปูน้อยมาก อยากทานเนื้อปูเป็นก้อนๆแนะนำให้ซื้อปูมาและให้แม่บ้านทำให้จะดีกว่า,ข้าวผัดปู,pos,,,,
ของคาวหมดแล้วเมนูของหวานต้องมา ข้าวเหนียวมะม่วงที่นี่เด็ด คุณภาพการคัดเลือกมะม่วงรสชาติดีค่ะ และ ยังมีการเพิ่มเมนูเค้กและไอศครีมเพิ่มเข้ามา ก็คุณภาพอร่อยเช่นกันค่ะ,ข้าวเหนียวมะม่วง,pos,,,,
ข้าวผัดปู อร่อยแห้งๆไม่มีกากปู,ข้าวผัดปู,pos,,,,
ปูอบวุ้นเส้น ปูใหญ่มากค่ะเป็นก้ามหอมวุ้นเส้นให้เยอะดีค่ะ,ปูอบวุ้นเส้น,pos,,,,
ส่วนของหวานมาร้านนี้ต้องสั่งข้าวเหนียวมะม่วงอร่อยมากค่ะหวานมันแต่ให้น้อยไปหน่อย,ข้าวเหนียวมะม่วง,pos,,,,
กลับมากินกี่ครั้งก็ยังอร่อยเหมือนเดิม. วันนี้มาเร็วได้จอดรถแบบสบาย นั่งสบายคนไม่เยอะ อาหารก็ยังอร่อยเหมือนเดิมวันนี้สั่งต้มยำกุ้งตัวใหญ่นะรสแซ่บมากรสชาดจัดจ้านมากเลย แต่วันนี้ปลากระพงทอดน้ำปลา ทอดไม่ค่อยกรอบแต่ก็ยังถือว่าใช้ได้อยู่,"ต้มยำกุ้ง, ปลากระพงทอดน้ำปลา",neg,,,,
มาร้านนี้เพราะว่ามีคนแนะนำให้มากินข้าวเหนียวมะม่วงซึ่งมาแล้วก็ติดใจ ข้าวเหนียวนุ่มนิ่มหอมกำลังดี มะม่วงหวานทุกชิ้น,ข้าวเหนียวมะม่วง,pos,,,,
กับข้าวอย่างอื่นก็อร่อยทุกอย่าง ต้มยำกุ้งกุ้งตัวโตมาก ผัดยอดฟักแม้วก็สดมาก,"ต้มยำกุ้งกุ้ง, ผัดยอดฟักแม้ว",pos,,,,
